1416  J1745-2912    jkl+06     0.1873794                2  jkl+06     5.336766               6  jkl+06     1130          20  jkl+06     8.11   8.11     ymw17
1417  B1742-30      kac+73     0.367432451482          11  lwy+16     2.72158867832          8  lwy+16     88.373         4  hlk+04     0.20   2.34     ymw17
1418  J1745-3812    bbb+12     0.6983528638             2  bbb+12     1.4319408595           5  bbb+12     160.8          4  bbb+12     4.80   4.80     ymw17
1419  J1746+2245    clm+05     3.46503778264            6  clm+05     0.288597141714         5  clm+05     49.8543       57  bkk+16     6.83   6.83     ymw17
1420  J1746+2540    fcwa95     1.0581481703             1  lwf+04     0.94504723258          9  lwf+04     51.2044       33  bkk+16     25.00  +25.00   ymw17

1421  J1746-27      ncb+15     0.48752760873            8  ncb+15     2.0511658870           4  ncb+15     422            9  ncb+15     4.15   4.15     ymw17
1422  J1746-2849    dcl09      1.478480373              2  dcl09      0.6763701556          10  dcl09      1456           3  dcl09      8.22   8.22     ymw17
1423  J1746-2850    dcl09      1.0771014910             4  dcl09      0.9284176174           4  dcl09      962.7          7  dcl09      5.61   5.61     ymw17
1424  J1746-2856    jkl+06     0.945224316              3  jkl+06     1.057949931            4  jkl+06     1168           7  jkl+06     8.15   8.15     ymw17
1425  J1746-3239    pga+12     0.1995413598713         12  pga+12     5.01149235750          3  pga+12     *              0  *          *      *        *

1426  J1747-1030    bbb+12     1.5787928888             2  bbb+12     0.63339530289          9  bbb+12     128            7  bbb+12     2.51   2.51     ymw17
1427  J1747-2647    kel+09     0.500254454491          16  kel+09     1.99898269975          7  kel+09     570            9  kel+09     6.19   6.19     ymw17
1428  J1747-2802    mhl+02     2.7800791979             8  mhl+02     0.35970198286         10  mhl+02     835           14  mhl+02     5.15   5.15     ymw17
1429  J1747-2809    crgl09     0.052152855              2  crgl09     19.1744057             8  crgl09     1133           3  crgl09     8.14   8.14     ymw17
1430  J1747-2958    cmgl02     0.0988139764825         20  gvc+04     10.1200258870          2  gvc+04     101.5         16  cmgl02     2.52   2.52     ymw17

1431  J1747-4036    kcj+12     0.00164560961449250     11  abb+18     607.67753858098        4  abb+18     152.9595       5  abb+18     7.15   7.15     ymw17
1432  B1745-12      mlt+78     0.3941333466126         14  hlk+04     2.537212363771         9  hlk+04     99.364         6  hlk+04     2.40   2.40     ymw17
1433  B1745-20A     mlj+89b    0.2886027917197         16  frb+08     3.464969947246        19  frb+08     219.4          2  frb+08     8.24   8.55     ymw17
1434  J1748-2021B   frb+08     0.016760127219257        5  frb+08     59.665418222544       17  frb+08     220.922       11  frb+08     8.24   8.70     ymw17
1435  J1748-2021C   frb+08     0.006226932720487        3  frb+08     160.59270990836        6  frb+08     226.95         6  frb+08     8.24   9.30     ymw17

1436  J1748-2021D   frb+08     0.013495820403909        3  frb+08     74.097014488305       13  frb+08     224.98         3  frb+08     8.24   9.14     ymw17
1437  J1748-2021E   frb+08     0.016264003411125        6  frb+08     61.48547652886         2  frb+08     224.10         4  frb+08     8.24   9.02     ymw17
1438  J1748-2021F   frb+08     0.003793629114948        3  frb+08     263.5998326931         2  frb+08     220.43         8  frb+08     8.24   8.65     ymw17
1439  J1748-2444    lmd+90     0.442838499130           6  hlk+04     2.25815958180          3  hlk+04     207.33         9  hlk+04     3.84   3.84     ymw17
1440  B1744-24A     lmd+90     0.01156314838986         3  lmbm00     86.4816368591          3  lmbm00     242.15         4  hfs+04     5.50   4.44     ymw17

1441  J1748-2446aa  fre08      0.00578804               0  fre08        172.770057           0  fre08      237.42         0  fre08      5.50   4.39     ymw17
1442  J1748-2446ab  fre08      0.00511971               0  fre08        195.323563           0  fre08      238.34         0  fre08      5.50   4.40     ymw17
1443  J1748-2446ac  fre08      0.00508691               0  fre08        196.582994           0  fre08      238.72         0  fre08      5.50   4.40     ymw17
1444  J1748-2446ad  hrs+06     0.00139595482            6  hrs+06     716.35556              4  hrs+06     235.6          1  hrs+06     5.50   4.37     ymw17
1445  J1748-2446ae  fre08      0.00365859               0  fre08        273.329343           0  fre08      238.75         0  fre08      4.40   4.40     ymw17

1446  J1748-2446af  fre08      0.00330434               0  fre08        302.632296           0  fre08      237.34         0  fre08      5.50   4.39     ymw17
1447  J1748-2446ag  fre08      0.00444803               0  fre08        224.818628           0  fre08      237.75         0  fre08      5.50   4.39     ymw17
1448  J1748-2446ah  fre08      0.00496515               0  fre08        201.403784           0  fre08      237.75         0  fre08      5.50   4.39     ymw17
1449  J1748-2446ai  fre08      0.02122838               0  fre08         47.106750           0  fre08      233.9          0  fre08      5.50   4.36     ymw17
1450  J1748-2446C   lmbm00     0.0084360953044          1  lmbm00     118.5382530563        15  lmbm00     237            1  lmbm00     5.50   4.39     ymw17

1451  J1748-2446D   rhs+05     0.00471398               0  rhs+05       212.134969           0  rhs+05     243.83         0  rhs+05     8.70   4.45     ymw17
1452  J1748-2446E   rhs+05     0.00219780               0  rhs+05       455.000455           0  rhs+05     236.84         0  rhs+05     5.50   4.38     ymw17
1453  J1748-2446F   rhs+05     0.00554014               0  rhs+05       180.500854           0  rhs+05     239.18         0  rhs+05     5.50   4.41     ymw17
1454  J1748-2446G   rhs+05     0.02167187               0  rhs+05        46.142765           0  rhs+05     237.57         0  rhs+05     5.50   4.39     ymw17
1455  J1748-2446H   rhs+05     0.00492589               0  rhs+05       203.008999           0  rhs+05     238.13         0  rhs+05     5.50   4.40     ymw17

1456  J1748-2446I   rhs+05     0.00957019               0  rhs+05       104.491133           0  rhs+05     238.73         0  rhs+05     5.50   4.40     ymw17
1457  J1748-2446J   rhs+05     0.08033793               0  rhs+05        12.447421           0  rhs+05     234.35         0  rhs+05     5.50   4.36     ymw17
1458  J1748-2446K   rhs+05     0.00296965               0  rhs+05       336.740020           0  rhs+05     234.81         0  rhs+05     5.50   4.36     ymw17
1459  J1748-2446L   rhs+05     0.00224470               0  rhs+05       445.493830           0  rhs+05     237.74         0  rhs+05     5.50   4.39     ymw17
1460  J1748-2446M   rhs+05     0.00356957               0  rhs+05       280.145788           0  rhs+05     238.65         0  rhs+05     5.50   4.40     ymw17

1461  J1748-2446N   rhs+05     0.00866690               0  rhs+05       115.381509           0  rhs+05     238.47         0  rhs+05     5.50   4.40     ymw17
1462  J1748-2446O   rhs+05     0.00167663               0  rhs+05       596.434514           0  rhs+05     236.38         0  rhs+05     5.50   4.38     ymw17
1463  J1748-2446P   rhs+05     0.00172862               0  rhs+05       578.496141           0  rhs+05     238.79         0  rhs+05     4.40   4.40     ymw17
1464  J1748-2446Q   rhs+05     0.002812                 0  rhs+05       355.618777           0  rhs+05     234.50         0  rhs+05     5.50   4.36     ymw17
1465  J1748-2446R   rhs+05     0.00502854               0  rhs+05       198.864879           0  rhs+05     237.60         0  rhs+05     5.50   4.39     ymw17

1466  J1748-2446S   rhs+05     0.00611664               0  rhs+05       163.488451           0  rhs+05     236.26         0  rhs+05     5.50   4.38     ymw17
1467  J1748-2446T   rhs+05     0.00708491               0  rhs+05       141.145053           0  rhs+05     237.70         0  rhs+05     5.50   4.39     ymw17
1468  J1748-2446U   rhs+05     0.00328914               0  fre08        304.030841           0  fre08      235.50         0  rhs+05     5.50   4.37     ymw17
1469  J1748-2446V   rhs+05     0.00207251               0  rhs+05       482.506719           0  rhs+05     239.11         0  rhs+05     5.50   4.41     ymw17
1470  J1748-2446W   rhs+05     0.00420518               0  rhs+05       237.801949           0  rhs+05     239.14         0  rhs+05     5.50   4.41     ymw17

1471  J1748-2446X   rhs+05     0.00299926               0  fre08        333.415576           0  fre08      240.03         0  rhs+05     5.50   4.41     ymw17
1472  J1748-2446Y   rhs+05     0.00204816               0  rhs+05       488.243106           0  rhs+05     239.11         0  rhs+05     5.50   4.41     ymw17
1473  J1748-2446Z   fre08      0.00246259               0  fre08        406.076529           0  fre08      238.85         0  fre08      5.50   4.40     ymw17
1474  J1748-30      ncb+15     0.3827347                6  ncb+15     2.612776               5  ncb+15     584            5  ncb+15     13.81  13.81    ymw17
1475  J1748-3009    kek+13     0.009684273              2  kek+13     103.26020              3  kek+13     420.2          0  kek+13     5.07   5.07     ymw17

1476  J1749+16      dsm+16     2.31165                  0  dsm+16         0.432591           0  dsm+16     59.6           0  dsm+16     7.38   7.38     ymw17
1477  J1749-2347    hfs+04     0.87448588170            4  hfs+04     1.14352903909          4  hfs+04     344            4  hfs+04     12.66  12.66    ymw17
1478  J1749-2629    mhl+02     1.33538779057           13  mhl+02     0.74884614571          7  mhl+02     409           11  mhl+02     4.19   4.19     ymw17
1479  B1746-30      jlm+92     0.609873648673          15  hlk+04     1.63968389547          4  hlk+04     509.4          3  hlk+04     12.68  12.68    ymw17
1480  J1749-4931    bbb+12     0.445822307              2  bbb+12     2.243046129           11  bbb+12     55.29         49  tjb+14     1.98   1.98     ymw17

1481  B1745-56      mlt+78     1.3323097198             7  nmc81      0.7505762250           4  nmc81      58             5  nmc81      2.49   2.49     ymw17
1482  J1750+07      dsm+16     1.90881                  0  dsm+16         0.523887           0  dsm+16     55.4           0  dsm+16     3.75   3.75     ymw17
1483  J1750-2043    lfl+06     5.639047079              3  lfl+06     0.17733492662          9  lfl+06     239            7  lfl+06     8.84   8.84     ymw17
1484  J1750-2438    mhl+02     0.712794036774          10  mhl+02     1.402929806380        18  mhl+02     476            5  mhl+02     12.90  12.90    ymw17
1485  J1750-2444    hfs+04     0.89937672140            5  hfs+04     1.11188112412          6  hfs+04     331            4  hfs+04     4.88   4.88     ymw17

1486  J1750-2536    kek+13     0.034749053              8  kek+13     28.777763              7  kek+13     178.4          0  kek+13     3.22   3.22     ymw17
1487  J1750-28      ncb+15     1.3005131462             7  ncb+15     0.7689272522           5  ncb+15     388           12  ncb+15     4.07   4.07     ymw17
1488  B1747-31      jlm+92     0.910362984150           5  hlk+04     1.098462939960         5  hlk+04     206.34         4  hlk+04     4.34   4.34     ymw17
1489  J1750-3503    mld+96     0.68401360292            3  dsb+98     1.46195922966          7  dsb+98     189.35         2  dsb+98     5.86   5.86     ymw17
1490  J1750-3703A   dpm+01a    0.1116008373133          4  frb+08     8.96050624775          3  frb+08     233.82         3  frb+08     13.80  13.53    ymw17

1491  J1750-3703B   frb+08     0.006074542086503        6  frb+08     164.62146212170       16  frb+08     234.391        9  frb+08     13.80  13.61    ymw17
1492  J1750-3703C   frb+08     0.02656867837497         5  frb+08     37.63830424257         6  frb+08     230.67         2  frb+08     13.80  13.10    ymw17
1493  J1750-3703D   frb+08     0.005139936774902        4  frb+08     194.55492232569       15  frb+08     230.09        17  frb+08     13.80  13.02    ymw17
1494  J1751-2516    mhl+02     0.39483578357           10  mhl+02     2.5326985081           6  mhl+02     556            3  mhl+02     5.17   5.17     ymw17
1495  J1751-2857    sfl+05     0.003914873259435        3  dcl+16     255.43611088557       20  dcl+16     42.84          3  dcl+16     1.09   1.09     ymw17

1496  J1751-3323    kbm+03     0.54822710380            7  ywml10     1.8240615852           2  ywml10     296.7          6  kbm+03     14.27  14.27    ymw17
1497  B1747-46      wvl69      0.742352395470          10  smd93      1.347069136036        19  smd93      20.4           4  dmk+93     0.74   0.74     ymw17
